# Lyresong Tabulature Format
# Title: Odyssey Book 14 - Lyresong A4-G4-E4-A4 for scale E4,F4,G4,A4,B4,C5,D5
# Subtitle: Odyssey Book 14 - 533/533 lines passed prosody validation
# Scale: E4 F4 G4 A4 B4 C5 D5
#
# Format: Line#[*] | Notes | Greek Text | Pleasantness
# [*] indicates lines with constraint violations
#
# Note durations: circumflex syllables get two notes, long syllables get longer duration
#

  1  | F4= G4 D5 D5= G4 D5 D5= C5 D5 C5= A4= C5-A4 E4 G4 B4= E4=    | αὐτὰρ ὁ ἐκ λιμένος προσέβη τρηχεῖαν ἀταρπὸν                                      | 0.723
  2  | G4-F4 G4 B4 A4= D5= B4= A4 B4 D5= G4 F4 F4-E4 G4 A4 D5= C5=  | χῶρον ἀν’ ὑλήεντα δι’ ἄκριας, ᾗ οἱ Ἀθήνη                                         | 0.676
  3  | A4= G4 E4 G4-F4 A4 A4 A4= D5 B4 A4= F4 A4 A4= A4 B4 G4= F4=  | πέφραδε δῖον ὑφορβόν, ὅ οἱ βιότοιο μάλιστα                                       | 0.744
  4  | D5= B4 A4 B4= D5= C5= D5= D5= C5 G4 G4-F4 G4 A4 G4= A4=      | κήδετο οἰκήων, οὓς κτήσατο δῖος Ὀδυσσεύς.                                        | 0.704
  5  | G4= A4 G4 G4= G4 D5 B4= D5-C5 D5= B4 B4 D5= F4 A4 F4= F4=    | τὸν δ’ἄρ’ ἐνὶ προδόμῳ εὗρ’ ἥμενον, ἔνθα οἱ αὐλὴ                                  | 0.715
  6  | B4= C5= D5= D5= C5= A4 F4 A4= D5= B4= D5 B4 D5= B4=          | ὑψηλὴ δέδμητο, περισκέπτῳ ἐνὶ χώρῳ,                                              | 0.707
  7  | D5= D5= D5= C5 C5 G4= B4 C5 C5= E4 B4 G4= E4 A4 C5= C5=      | καλή τε μεγάλη τε, περίδρομος· ἥν ῥα συβώτης                                     | 0.756
  8  | E4= D5= D5= C5 D5 G4= A4 A4 F4= G4 C5 G4= G4 G4 F4= F4=      | αὐτὸς δείμαθ’ ὕεσσιν ἀποιχομένοιο ἄνακτος,                                       | 0.750
  9  | D5= G4= D5= D5= B4= C5= B4= D5= D5= B4 D5 A4= D5=            | νόσφιν δεσποίνης καὶ Λαέρταο γέροντος,                                           | 0.752
 10  | C5= A4-F4 G4= D5= D5= G4 A4 G4= D5= B4= G4 C5 D5= D5=        | ῥυτοῖσιν λάεσσι καὶ ἐθρίγκωσεν ἀχέρδῳ·                                           | 0.722
