# Lyresong Tabulature Format
# Title: Iliad Book 17 - Lyresong A4-G4-E4-A4 for scale E4,F4,G4,A4,B4,C5,D5
# Subtitle: Iliad Book 17 - 761/761 lines passed prosody validation
# Scale: E4 F4 G4 A4 B4 C5 D5
#
# Format: Line#[*] | Notes | Greek Text | Pleasantness
# [*] indicates lines with constraint violations
#
# Note durations: circumflex syllables get two notes, long syllables get longer duration
#

  1  | G4= A4 G4 B4= B4 B4 G4= G4 A4 B4= B4 A4 F4= D5 D5 D5= G4=    | οὐδ’ ἔλαθ’ Ἀτρέος υἱὸν ἀρηΐφιλον Μενέλαον                                        | 0.769
  2  | D5= G4= G4= D5= G4= G4 E4 G4= G4= G4= G4 A4 C5-A4 G4=        | Πάτροκλος Τρώεσσι δαμεὶς ἐν δηϊοτῆτι.                                            | 0.712
  3  | C5-A4 G4 A4 E4= E4 D5 A4= G4 B4 D5= D5 D5 D5= C5 D5 G4= A4-F4 | βῆ δὲ διὰ προμάχων κεκορυθμένος αἴθοπι χαλκῷ,                                    | 0.752
  4  | G4= G4 A4 G4= G4-F4 F4-E4 G4= G4= B4 C5 D5= C5 D5 D5= C5=    | ἀμφὶ δ’ἄρ’ αὐτῷ βαῖν’ ὥς τις περὶ πόρτακι μήτηρ                                  | 0.734
  5  | C5= D5 D5 C5= B4 A4 F4= A4= F4= G4= B4-A4 C5 D5 B4= D5=      | πρωτοτόκος κινυρὴ οὐ πρὶν εἰδυῖα τόκοιο·                                         | 0.722
  6  | G4= G4 B4 B4= D5= D5= D5-C5 A4= B4= D5= C5 D5 B4= F4=        | ὣς περὶ Πατρόκλῳ βαῖνε ξανθὸς Μενέλαος.                                          | 0.752
  7  | D5= B4 G4 B4= D5 G4 D5= D5 B4 A4= D5 B4 D5= B4 D5 D5= C5=    | πρόσθε δέ οἱ δόρυ τ’ἔσχε καὶ ἀσπίδα πάντοσ’ ἐΐσην,                               | 0.767
  8  | B4= D5 B4 G4= E4 G4 E4= G4= B4= B4-A4 C5= D5 C5 D5= B4=      | τὸν κτάμεναι μεμαὼς ὅς τις τοῦ γ’ἀντίος ἔλθοι.                                   | 0.730
  9  | C5= D5 B4 D5= B4= G4= E4 B4 C5= D5 D5 B4= A4 D5 C5= D5=      | οὐδ’ ἄρα Πάνθου υἱὸς ἐϋμμελίης ἀμέλησε                                           | 0.729
 10  | B4= D5= B4= D5 D5 D5= D5 C5 D5= D5 G4 D5= B4 G4 A4= A4-F4    | Πατρόκλοιο πεσόντος ἀμύμονος· ἄγχι δ’ἄρ’ αὐτοῦ                                   | 0.782
 11  | A4= A4= B4= D5 D5 B4= A4 F4 C5= C5 A4 A4= F4 A4 G4= G4=      | ἔστη, καὶ προσέειπεν ἀρηΐφιλον Μενέλαον·                                         | 0.778
 12  | A4= C5 C5 G4= E4 B4 E4= G4 G4 E4= F4 G4 B4= G4 A4 C5= D5-C5  | Ἀτρεΐδη Μενέλαε διοτρεφὲς ὄρχαμε λαῶν                                            | 0.761
 13  | D5= B4 B4 C5-A4 F4 G4 E4= G4 D5 A4= D5 G4 D5= D5 D5 D5= A4=  | χάζεο, λεῖπε δὲ νεκρόν, ἔα δ’ἔναρα βροτόεντα·                                    | 0.751
 14  | G4= A4= C5= D5 B4 G4= D5= D5= D5= B4-G4 A4 F4 D5= G4=        | οὐ γάρ τις πρότερος Τρώων κλειτῶν τ’ἐπικούρων                                    | 0.725
 15  | D5= C5= D5= D5 B4 G4= E4 G4 B4= A4 G4 A4= C5= D5= B4=        | Πάτροκλον βάλε δουρὶ κατὰ κρατερὴν ὑσμίνην·                                      | 0.757
 16  | C5= D5 D5 C5= D5 C5 A4= F4 A4 C5= D5= B4= G4 B4 D5= B4=      | τώ με ἔα κλέος ἐσθλὸν ἐνὶ Τρώεσσιν ἀρέσθαι,                                      | 0.758
 17  | G4= E4 F4 F4= C5 C5 C5= G4 E4 B4= B4 B4 G4= D5 C5 B4= A4=    | μή σε βάλω, ἀπὸ δὲ μελιηδέα θυμὸν ἕλωμαι.                                        | 0.758
 18  | G4= F4 A4 B4= D5= C5= D5 D5 C5= B4= B4= C5 D5 C5= A4=        | τὸν δὲ μέγ’ ὀχθήσας προσέφη ξανθὸς Μενέλαος·                                     | 0.678
 19  | D5-B4 D5 D5 B4= B4= G4= F4 G4 D5= C5 A4 G4= C5 D5 D5= D5=    | Ζεῦ πάτερ οὐ μὲν καλὸν ὑπέρβιον εὐχετάασθαι.                                     | 0.723
 20  | A4= C5-A4 A4= D5 C5 C5= D5= D5= D5 B4 D5= D5 D5 G4= A4=      | οὔτ’ οὖν παρδάλιος τόσσον μένος οὔτε λέοντος                                     | 0.703
 21  | D5= D5 A4 F4= D5= G4= B4 B4 D5= G4 G4 C5-A4 C5 D5 A4= A4=    | οὔτε συὸς κάπρου ὀλοόφρονος, οὗ τε μέγιστος                                      | 0.680
 22  | C5= D5 B4 C5= D5= B4= G4 E4 A4= D5 B4 D5= B4 D5 D5= B4=      | θυμὸς ἐνὶ στήθεσσι περὶ σθένεϊ βλεμεαίνει,                                       | 0.737
 23  | D5= B4= D5= A4= B4-G4 G4 F4 C5= A4 D5 C5= C5 D5 D5= D5=      | ὅσσον Πάνθου υἷες ἐϋμμελίαι φρονέουσιν.                                          | 0.745
 24  | C5= C5 D5 C5= D5 F4 E4= F4 C5 C5= B4 G4 E4= G4 A4 F4= G4=    | οὐδὲ μὲν οὐδὲ βίη Ὑπερήνορος ἱπποδάμοιο                                          | 0.780
 25  | B4-A4 D5= C5= D5 D5 B4= D5 B4 D5= B4 G4 E4= B4 D5 B4= D5=    | ἧς ἥβης ἀπόνηθ’, ὅτε μ’ὤνατο καί μ’ὑπέμεινε                                      | 0.759
 26  | G4= D5 A4 G4= A4 G4 G4-F4 G4 B4 D5= C5= D5= G4 G4 F4= G4=    | καί μ’ἔφατ’ ἐν Δαναοῖσιν ἐλέγχιστον πολεμιστὴν                                   | 0.695
 27  | B4= A4 A4 C5= C5 E4 A4= D5 B4 G4= G4 E4 F4-E4 F4 A4 A4= A4=  | ἔμμεναι· οὐδέ ἕ φημι πόδεσσί γε οἷσι κιόντα                                      | 0.749
 28  | G4= D5-C5 A4= D5 G4 G4= B4 D5 G4= G4= G4= A4 G4 B4-A4 A4=    | εὐφρῆναι ἄλοχόν τε φίλην κεδνούς τε τοκῆας.                                      | 0.679
 29  | A4= D5= B4= E4 G4 B4= D5= D5= D5 D5 C5= D5 D5 D5= B4=        | ὥς θην καὶ σὸν ἐγὼ λύσω μένος εἴ κέ μευ ἄντα                                     | 0.736
 30  | G4= F4= F4= G4 D5 G4= E4 G4 B4= C5= B4= G4 E4 B4= B4=        | στήῃς· ἀλλά σ’ἔγωγ’ ἀναχωρήσαντα κελεύω                                          | 0.697
 31  | B4= G4= E4= B4 D5 B4= C5= D5= D5 C5 D5= B4 G4 B4-A4 B4=      | ἐς πληθὺν ἰέναι, μηδ’ ἀντίος ἵστασ’ ἐμεῖο                                        | 0.703
 32  | B4= E4 E4 A4= F4 D5 B4= B4= G4= B4 B4 D5= B4 D5 D5= B4=      | πρίν τι κακὸν παθέειν· ῥεχθὲν δέ τε νήπιος ἔγνω.                                 | 0.726
