# Lyresong Tabulature Format
# Title: Odyssey Book 4 - Lyresong A4-G4-E4-A4 for scale E4,F4,G4,A4,B4,C5,D5
# Subtitle: Odyssey Book 4 - 847/847 lines passed prosody validation
# Scale: E4 F4 G4 A4 B4 C5 D5
#
# Format: Line#[*] | Notes | Greek Text | Pleasantness
# [*] indicates lines with constraint violations
#
# Note durations: circumflex syllables get two notes, long syllables get longer duration
#

  1  | G4= G4-F4 G4= D5= C5= A4 B4 D5= G4 B4 B4= D5= C5= B4=        | οἱ δ’ἷξον κοίλην Λακεδαίμονα κητώεσσαν,                                          | 0.730
  2  | B4= D5 D5 D5= C5 D5 D5= D5 G4 D5= G4= E4= F4 D5 D5= A4=      | πρὸς δ’ἄρα δώματ’ ἔλων Μενελάου κυδαλίμοιο.                                      | 0.726
  3  | G4= G4-F4 A4= B4= D5= G4 D5 C5= D5= D5-C5 D5 D5 G4= F4=      | τὸν δ’εὗρον δαινύντα γάμον πολλοῖσιν ἔτῃσιν                                      | 0.722
  4  | B4= D5 B4 G4= F4 G4 A4= B4 D5 D5= C5 D5 B4-A4 C5 D5 D5= B4=  | υἱέος ἠδὲ θυγατρὸς ἀμύμονος ᾧ ἐνὶ οἴκῳ.                                          | 0.749
  5  | B4= G4 F4 A4= B4-A4 B4= D5= D5= C5 D5 B4= D5 C5 D5= C5=      | τὴν μὲν Ἀχιλλῆος ῥηξήνορος υἱέι πέμπεν·                                          | 0.719
  6  | G4= G4= E4= G4= G4-F4 G4 F4 G4= F4 F4 G4= C5 D5 C5= B4=      | ἐν Τροίῃ γὰρ πρῶτον ὑπέσχετο καὶ κατένευσε                                       | 0.750
  7  | B4= D5 B4 G4= B4-A4 B4= C5 D5 B4= D5 B4 A4= F4 D5 B4= D5=    | δωσέμεναι, τοῖσιν δὲ θεοὶ γάμον ἐξετέλειον.                                      | 0.718
  8  | G4= E4 G4 G4= D5= C5= B4 D5 D5= D5 G4 D5= B4 D5 G4= A4=      | τὴν ἄρ’ ὅ γ’ἔνθ’ ἵπποισι καὶ ἅρμασι πέμπε νέεσθαι                                | 0.738
  9  | A4= A4 D5 A4= G4 G4 D5= A4 G4 E4= A4 C5 D5-B4 B4 D5 F4= G4=  | Μυρμιδόνων προτὶ ἄστυ περικλυτόν, οἷσιν ἄνασσεν.                                 | 0.727
 10  | B4= D5 B4 D5= D5= B4= G4 B4 D5= C5 D5 D5= B4 A4 D5= B4=      | υἱέι δὲ Σπάρτηθεν Ἀλέκτορος ἤγετο κούρην,                                        | 0.728
 11  | B4= D5= B4= D5 B4 A4= D5 B4 G4= F4 G4 A4= C5 D5 D5= B4=      | ὅς οἱ τηλύγετος γένετο κρατερὸς Μεγαπένθης                                       | 0.766
