# Lyresong Tabulature Format
# Title: Iliad Book 19 - Lyresong A4-G4-E4-A4 for scale E4,F4,G4,A4,B4,C5,D5
# Subtitle: Iliad Book 19 - 424/424 lines passed prosody validation
# Scale: E4 F4 G4 A4 B4 C5 D5
#
# Format: Line#[*] | Notes | Greek Text | Pleasantness
# [*] indicates lines with constraint violations
#
# Note durations: circumflex syllables get two notes, long syllables get longer duration
#

  1  | B4= C5= D5= B4 D5 B4= G4 F4 E4= G4 B4 B4-A4 B4 D5 D5= C5=    | Ἠὼς μὲν κροκόπεπλος ἀπ’ Ὠκεανοῖο ῥοάων                                           | 0.738
  2  | F4= F4 G4 F4= E4 D5 G4= A4 D5 B4= D5 B4 G4= A4 B4 D5-C5 G4=  | ὄρνυθ’, ἵν’ ἀθανάτοισι φόως φέροι ἠδὲ βροτοῖσιν·                                 | 0.753
  3  | A4= A4= B4-G4 F4 D5 B4= D5 B4 B4-G4 D5 D5 D5-B4 D5 D5 D5= D5= | ἣ δ’ἐς νῆας ἵκανε θεοῦ πάρα δῶρα φέρουσα.                                        | 0.721
  4  | A4-F4 G4 B4 G4= D5= D5= B4 D5 D5= C5 C5 F4= D5 B4 B4= D5=    | εὗρε δὲ Πατρόκλῳ περικείμενον ὃν φίλον υἱὸν                                      | 0.728
  5  | D5= G4= B4= B4 D5 A4= D5 D5 D5= G4= C5= A4 B4 A4-F4 G4=      | κλαίοντα λιγέως· πολέες δ’ἀμφ’ αὐτὸν ἑταῖροι                                     | 0.695
  6  | B4= A4= A4= C5= D5-C5 F4 B4 C5= C5 G4 G4-F4 E4 G4 C5= C5=    | μύρονθ’· ἣ δ’ἐν τοῖσι παρίστατο δῖα θεάων,                                       | 0.690
  7  | C5= D5 C5 B4= A4-F4 G4= D5 D5 D5= D5 D5 C5= D5 D5 D5= C5=    | ἔν τ’ἄρα οἱ φῦ χειρὶ ἔπος τ’ἔφατ’ ἔκ τ’ὀνόμαζε·                                  | 0.727
  8  | F4= E4 E4 A4= C5-B4 E4= B4 G4 D5= D5 D5 D5= D5 G4 C5= C5=    | τέκνον ἐμὸν τοῦτον μὲν ἐάσομεν ἀχνύμενοί περ                                     | 0.711
  9  | D5-B4 A4 B4 B4= B4= A4-F4 G4 B4 B4-G4 B4 D5 C5= G4 B4 D5= D5= | κεῖσθαι, ἐπεὶ δὴ πρῶτα θεῶν ἰότητι δαμάσθη·                                      | 0.697
 10  | D5= B4= D5= D5= G4= C5 D5 D5= D5 B4 D5= D5 D5 D5= C5=        | τύνη δ’Ἡφαίστοιο πάρα κλυτὰ τεύχεα δέξο                                          | 0.744
 11  | B4= D5 G4 B4-A4 G4= F4= A4 G4 B4= D5= C5= D5 D5 B4= D5=      | καλὰ μάλ’, οἷ’ οὔ πώ τις ἀνὴρ ὤμοισι φόρησεν.                                    | 0.704
 12  | B4= D5 C5 D5= D5= B4= G4 E4 F4= A4 B4 D5= B4 D5 B4= A4=      | ὡς ἄρα φωνήσασα θεὰ κατὰ τεύχε’ ἔθηκε                                            | 0.737
 13  | D5= B4 D5 A4= C5-A4 G4= B4 B4 D5= G4 D5 D5= D5 D5 D5= A4=    | πρόσθεν Ἀχιλλῆος· τὰ δ’ἀνέβραχε δαίδαλα πάντα.                                   | 0.718
 14  | A4= C5 D5 B4= B4 A4 C5= E4 A4 A4= B4 B4 G4= G4 F4 C5= G4=    | Μυρμιδόνας δ’ἄρα πάντας ἕλε τρόμος, οὐδέ τις ἔτλη                                | 0.769
 15  | D5= C5= D5= B4 D5 B4= G4= D5= B4 D5 G4= F4 G4 A4= C5=        | ἄντην εἰσιδέειν, ἀλλ’ ἔτρεσαν. αὐτὰρ Ἀχιλλεὺς                                    | 0.714
 16  | C5= B4-G4 A4= G4= D5-B4 C5 D5 D5= D5 G4 G4= E4 G4 D5= D5=    | ὡς εἶδ’, ὥς μιν μᾶλλον ἔδυ χόλος, ἐν δέ οἱ ὄσσε                                  | 0.747
 17  | A4= C5 D5 D5= B4 D5 B4= A4= B4= D5 G4 E4= A4 D5 B4= A4=      | δεινὸν ὑπὸ βλεφάρων ὡς εἰ σέλας ἐξεφάανθεν·                                      | 0.724
 18  | D5= G4 B4 B4= D5= G4= B4 D5 G4= D5 C5-A4 F4= G4 E4 D5-B4 D5= | τέρπετο δ’ἐν χείρεσσιν ἔχων θεοῦ ἀγλαὰ δῶρα.                                     | 0.689
 19  | C5= A4 F4 G4= A4 B4 B4-A4 C5 D5 D5= C5 A4 D5= C5 D5 D5= B4=  | αὐτὰρ ἐπεὶ φρεσὶν ᾗσι τετάρπετο δαίδαλα λεύσσων                                  | 0.741
 20  | A4= C5 A4 F4= C5 A4 G4= G4 E4 G4= F4 C5 G4= B4 G4 G4= E4=    | αὐτίκα μητέρα ἣν ἔπεα πτερόεντα προσηύδα·                                        | 0.759
 21  | B4-A4 B4 G4 E4= G4 A4 D5= B4 A4 C5= D5 B4 B4-A4 F4 E4 G4= B4= | μῆτερ ἐμὴ τὰ μὲν ὅπλα θεὸς πόρεν οἷ’ ἐπιεικὲς                                    | 0.741
 22  | F4= A4 A4 C5= A4 D5 D5= B4= C5= A4 E4 G4= E4 A4 A4= G4=      | ἔργ’ ἔμεν ἀθανάτων, μὴ δὲ βροτὸν ἄνδρα τελέσσαι.                                 | 0.726
 23  | D5-C5 D5= A4= A4 B4 A4= B4= D5= A4 A4 F4= F4 G4 G4= B4-A4    | νῦν δ’ἤτοι μὲν ἐγὼ θωρήξομαι· ἀλλὰ μάλ’ αἰνῶς                                    | 0.693
 24  | D5= A4= C5= D5= D5= C5 C5 D5= D5 B4 D5= G4 A4 A4= F4=        | δείδω μή μοι τόφρα Μενοιτίου ἄλκιμον υἱὸν                                        | 0.771
 25  | C5-A4 A4= A4= C5-A4 A4= A4 A4 A4= G4 D5 E4= G4= G4= A4=      | μυῖαι καδδῦσαι κατὰ χαλκοτύπους ὠτειλὰς                                          | 0.734
 26  | C5= D5= B4= D5= C5= A4 B4 D5= D5= B4= G4 F4 G4= B4=          | εὐλὰς ἐγγείνωνται, ἀεικίσσωσι δὲ νεκρόν,                                         | 0.717
 27  | A4= A4= F4= D5 G4 E4= A4 A4 B4= D5 B4 D5= D5 D5 D5= B4=      | ἐκ δ’αἰὼν πέφαται, κατὰ δὲ χρόα πάντα σαπήῃ.                                     | 0.786
 28  | G4= D5= D5= D5 B4 A4= A4 E4 A4= D5 D5 C5= C5 C5 G4= G4=      | τὸν δ’ἠμείβετ’ ἔπειτα θεὰ Θέτις ἀργυρόπεζα·                                      | 0.751
 29  | D5= C5= C5= D5= B4-G4 G4 E4 B4= E4 E4 A4-F4 G4 B4 D5= D5=    | τέκνον μή τοι ταῦτα μετὰ φρεσὶ σῇσι μελόντων.                                    | 0.717
 30  | F4-E4 F4 A4 G4= G4= D5= C5 D5 C5= C5-B4 D5= G4 G4 G4-F4 G4=  | τῷ μὲν ἐγὼ πειρήσω ἀλαλκεῖν ἄγρια φῦλα                                           | 0.679
 31  | D5= C5= D5= G4 A4 A4-F4 E4 G4 G4= D5 D5 A4= C5 D5 D5= B4=    | μυίας, αἵ ῥά τε φῶτας ἀρηϊφάτους κατέδουσιν·                                     | 0.744
 32  | B4= G4= G4= G4-F4 G4= G4 A4 G4= D5 C5 D5= C5 D5 C5= D5=      | ἤν περ γὰρ κεῖταί γε τελεσφόρον εἰς ἐνιαυτόν,                                    | 0.765
 33  | G4= B4= D5-C5 D5= D5= G4= G4= G4 E4 A4= D5 B4 B4= A4=        | αἰεὶ τῷ γ’ἔσται χρὼς ἔμπεδος, ἢ καὶ ἀρείων.                                      | 0.755
 34  | A4= G4 A4 A4= A4 B4 A4= A4 D5 B4= D5= A4= A4 A4 F4= A4=      | ἀλλὰ σύ γ’εἰς ἀγορὴν καλέσας ἥρωας Ἀχαιοὺς                                       | 0.749
 35  | B4-A4 B4 G4 E4= B4= A4= B4 D5 D5= B4 C5 D5= D5 B4 G4= B4-A4  | μῆνιν ἀποειπὼν Ἀγαμέμνονι ποιμένι λαῶν                                           | 0.708
 36  | B4-G4 G4 B4 B4= D5 B4 B4= D5= D5= C5 C5 D5= G4 A4 E4= F4=    | αἶψα μάλ’ ἐς πόλεμον θωρήσσεο, δύσεο δ’ἀλκήν.                                    | 0.715
 37  | A4= D5 D5 D5= D5= B4= B4 D5 G4= C5 D5 C5= D5 C5 A4-F4 A4=    | ὣς ἄρα φωνήσασα μένος πολυθαρσὲς ἐνῆκε,                                          | 0.739
 38  | E4= E4= E4= D5-C5 B4= C5 C5 A4= B4= G4= G4 G4 G4= G4=        | Πατρόκλῳ δ’αὖτ’ ἀμβροσίην καὶ νέκταρ ἐρυθρὸν                                     | 0.712
 39  | D5= B4 A4 G4= G4= D5-B4 D5 G4 B4= D5= D5= D5 C5 D5= D5=      | στάξε κατὰ ῥινῶν, ἵνα οἱ χρὼς ἔμπεδος εἴη.                                       | 0.686
 40  | F4= G4 F4 F4-E4 F4 A4 A4-G4 G4 B4 D5= C5= C5-B4 G4 B4 G4= B4= | αὐτὰρ ὃ βῆ παρὰ θῖνα θαλάσσης δῖος Ἀχιλλεὺς                                      | 0.741
 41  | B4= B4 D5 D5= A4 D5 D5= C5-A4 A4= D5= G4= D5 A4 F4= A4=      | σμερδαλέα ἰάχων, ὦρσεν δ’ἥρωας Ἀχαιούς.                                          | 0.704
 42  | B4= C5= A4= C5 D5 C5= D5 B4 B4-A4 F4 G4 B4-A4 B4 D5 B4= G4=  | καί ῥ’οἵ περ τὸ πάρος γε νεῶν ἐν ἀγῶνι μένεσκον                                  | 0.726
 43  | A4= F4 F4 D5= D5-B4 D5= D5 D5 B4= C5= D5= D5 G4 E4= B4-G4    | οἵ τε κυβερνῆται καὶ ἔχον οἰήϊα νηῶν                                             | 0.690
 44  | A4= D5 D5 F4= G4 D5 G4= B4 D5 C5= D5= D5= D5 D5 B4-G4 G4=    | καὶ ταμίαι παρὰ νηυσὶν ἔσαν σίτοιο δοτῆρες,                                      | 0.724
 45  | F4= G4= A4= D5 A4 A4= D5 C5 B4= D5 B4 D5= G4 G4 F4= F4=      | καὶ μὴν οἳ τότε γ’εἰς ἀγορὴν ἴσαν, οὕνεκ’ Ἀχιλλεὺς                               | 0.751
 46  | D5= D5 D5 C5= D5= F4= A4 D5 A4= B4 D5 G4= G4 D5 D5= C5-A4    | ἐξεφάνη, δηρὸν δὲ μάχης ἐπέπαυτ’ ἀλεγεινῆς.                                      | 0.720
